id,title,category,mode,kind,family_id,variant,status,size,model,requires,prompt
diagrams-checklist-presentation,操作清单图 · 演示使用,diagrams,generate,variation,diagrams-checklist,presentation,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：一张可用于文章的空白检查清单视觉模板。
构图与视觉：五个整齐复选框与空白横线，纸张质感，轻微阴影。
必须遵守：不添加伪文字，线条足够清晰可后期填入。
版本要求：用于演示页面。确保远距离观看时主体层次仍然明确，必要文字清楚，信息区域之间有充足间距；不添加新的标题、数据或图例。
交付检查：语义关系、箭头方向、文字核对。不添加未要求的水印或署名。"
diagrams-checklist-print,操作清单图 · 印刷审阅,diagrams,generate,variation,diagrams-checklist,print,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：一张可用于文章的空白检查清单视觉模板。
构图与视觉：五个整齐复选框与空白横线，纸张质感，轻微阴影。
必须遵守：不添加伪文字，线条足够清晰可后期填入。
版本要求：用于印刷前视觉审阅。避免暗部完全糊成一片与高光大面积纯白溢出，保留边缘和细节；保持既有色板。本图仍是栅格概念，不声称已满足印刷色彩或出血规格。
交付检查：语义关系、箭头方向、文字核对。不添加未要求的水印或署名。"
diagrams-checklist-accessible,操作清单图 · 清晰辨识,diagrams,generate,variation,diagrams-checklist,accessible,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：一张可用于文章的空白检查清单视觉模板。
构图与视觉：五个整齐复选框与空白横线，纸张质感，轻微阴影。
必须遵守：不添加伪文字，线条足够清晰可后期填入。
版本要求：用于清晰辨识的设计版本。相邻重要元素除颜色差异外，还需有轮廓或明度差异；必要文字与底色对比充分，不凭色彩单独编码语义。
交付检查：语义关系、箭头方向、文字核对。不添加未要求的水印或署名。"
diagrams-checklist-balanced,操作清单图 · 均衡层次,diagrams,generate,variation,diagrams-checklist,balanced,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：一张可用于文章的空白检查清单视觉模板。
构图与视觉：五个整齐复选框与空白横线，纸张质感，轻微阴影。
必须遵守：不添加伪文字，线条足够清晰可后期填入。
版本要求：用于均衡层次的呈现。控制前中后景或主次信息的视觉权重，避免边缘装饰抢占注意力，保留全部关键对象、文字与关系。
交付检查：语义关系、箭头方向、文字核对。不添加未要求的水印或署名。"
diagrams-checklist-clean,操作清单图 · 干净收尾,diagrams,generate,variation,diagrams-checklist,clean,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：一张可用于文章的空白检查清单视觉模板。
构图与视觉：五个整齐复选框与空白横线，纸张质感，轻微阴影。
必须遵守：不添加伪文字，线条足够清晰可后期填入。
版本要求：用于清理视觉瑕疵后的版本。重点消除不必要的重影、断裂边缘、融合物件和伪文字；不改变指定内容，不新增解释性元素。
交付检查：语义关系、箭头方向、文字核对。不添加未要求的水印或署名。"
education-water-cycle,水循环概念,education,generate,original,education-water-cycle,base,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：教学概念图，太阳、海面、云、山地和河流形成水循环场景。
构图与视觉：箭头分别标注“蒸发”“凝结”“降水”“径流”。
必须遵守：箭头符合过程方向；作为待教师审核的教学草图。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-water-cycle-editorial,水循环概念 · 编辑精选,education,generate,variation,education-water-cycle,editorial,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：教学概念图，太阳、海面、云、山地和河流形成水循环场景。
构图与视觉：箭头分别标注“蒸发”“凝结”“降水”“径流”。
必须遵守：箭头符合过程方向；作为待教师审核的教学草图。
版本要求：用于编辑精选展示。保留主要内容和媒介，删减非必要的背景装饰，让主视觉与次要细节的层级更鲜明。不要删除任务要求的文字、对象或图解关系。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-water-cycle-thumbnail,水循环概念 · 缩略图优先,education,generate,variation,education-water-cycle,thumbnail,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：教学概念图，太阳、海面、云、山地和河流形成水循环场景。
构图与视觉：箭头分别标注“蒸发”“凝结”“降水”“径流”。
必须遵守：箭头符合过程方向；作为待教师审核的教学草图。
版本要求：用于缩略图浏览。通过更清晰的轮廓、主体与背景明暗分离来提升识别度；弱化非必要微小纹理，保留所有必要文字和完整主体。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-water-cycle-detail,水循环概念 · 细节呈现,education,generate,variation,education-water-cycle,detail,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：教学概念图，太阳、海面、云、山地和河流形成水循环场景。
构图与视觉：箭头分别标注“蒸发”“凝结”“降水”“径流”。
必须遵守：箭头符合过程方向；作为待教师审核的教学草图。
版本要求：用于近距离查看。提升材质边缘、结构交界和局部细节的可辨性；沿用原构图和对象数量，不通过堆叠装饰来增加细节。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-water-cycle-quiet,水循环概念 · 克制留白,education,generate,variation,education-water-cycle,quiet,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：教学概念图，太阳、海面、云、山地和河流形成水循环场景。
构图与视觉：箭头分别标注“蒸发”“凝结”“降水”“径流”。
必须遵守：箭头符合过程方向；作为待教师审核的教学草图。
版本要求：用于安静、克制的视觉呈现。减少背景纹理和非必要装饰，强化负空间；保留必要的标签、关系、物件与原有视觉媒介。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-water-cycle-presentation,水循环概念 · 演示使用,education,generate,variation,education-water-cycle,presentation,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：教学概念图，太阳、海面、云、山地和河流形成水循环场景。
构图与视觉：箭头分别标注“蒸发”“凝结”“降水”“径流”。
必须遵守：箭头符合过程方向；作为待教师审核的教学草图。
版本要求：用于演示页面。确保远距离观看时主体层次仍然明确，必要文字清楚，信息区域之间有充足间距；不添加新的标题、数据或图例。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-water-cycle-print,水循环概念 · 印刷审阅,education,generate,variation,education-water-cycle,print,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：教学概念图，太阳、海面、云、山地和河流形成水循环场景。
构图与视觉：箭头分别标注“蒸发”“凝结”“降水”“径流”。
必须遵守：箭头符合过程方向；作为待教师审核的教学草图。
版本要求：用于印刷前视觉审阅。避免暗部完全糊成一片与高光大面积纯白溢出，保留边缘和细节；保持既有色板。本图仍是栅格概念，不声称已满足印刷色彩或出血规格。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-water-cycle-accessible,水循环概念 · 清晰辨识,education,generate,variation,education-water-cycle,accessible,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：教学概念图，太阳、海面、云、山地和河流形成水循环场景。
构图与视觉：箭头分别标注“蒸发”“凝结”“降水”“径流”。
必须遵守：箭头符合过程方向；作为待教师审核的教学草图。
版本要求：用于清晰辨识的设计版本。相邻重要元素除颜色差异外，还需有轮廓或明度差异；必要文字与底色对比充分，不凭色彩单独编码语义。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-water-cycle-balanced,水循环概念 · 均衡层次,education,generate,variation,education-water-cycle,balanced,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：教学概念图，太阳、海面、云、山地和河流形成水循环场景。
构图与视觉：箭头分别标注“蒸发”“凝结”“降水”“径流”。
必须遵守：箭头符合过程方向；作为待教师审核的教学草图。
版本要求：用于均衡层次的呈现。控制前中后景或主次信息的视觉权重，避免边缘装饰抢占注意力，保留全部关键对象、文字与关系。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-water-cycle-clean,水循环概念 · 干净收尾,education,generate,variation,education-water-cycle,clean,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：教学概念图，太阳、海面、云、山地和河流形成水循环场景。
构图与视觉：箭头分别标注“蒸发”“凝结”“降水”“径流”。
必须遵守：箭头符合过程方向；作为待教师审核的教学草图。
版本要求：用于清理视觉瑕疵后的版本。重点消除不必要的重影、断裂边缘、融合物件和伪文字；不改变指定内容，不新增解释性元素。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-plant-parts,植物结构,education,generate,original,education-plant-parts,base,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：一株完整豆苗，包括叶、茎、根，根系通过土壤剖面可见。
构图与视觉：简洁教学插画，标签只用“叶”“茎”“根”。
必须遵守：标注线不交叉，不添加未经验证的生理细节。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-plant-parts-editorial,植物结构 · 编辑精选,education,generate,variation,education-plant-parts,editorial,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：一株完整豆苗，包括叶、茎、根，根系通过土壤剖面可见。
构图与视觉：简洁教学插画，标签只用“叶”“茎”“根”。
必须遵守：标注线不交叉，不添加未经验证的生理细节。
版本要求：用于编辑精选展示。保留主要内容和媒介，删减非必要的背景装饰，让主视觉与次要细节的层级更鲜明。不要删除任务要求的文字、对象或图解关系。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-plant-parts-thumbnail,植物结构 · 缩略图优先,education,generate,variation,education-plant-parts,thumbnail,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：一株完整豆苗，包括叶、茎、根，根系通过土壤剖面可见。
构图与视觉：简洁教学插画，标签只用“叶”“茎”“根”。
必须遵守：标注线不交叉，不添加未经验证的生理细节。
版本要求：用于缩略图浏览。通过更清晰的轮廓、主体与背景明暗分离来提升识别度；弱化非必要微小纹理，保留所有必要文字和完整主体。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-plant-parts-detail,植物结构 · 细节呈现,education,generate,variation,education-plant-parts,detail,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：一株完整豆苗，包括叶、茎、根，根系通过土壤剖面可见。
构图与视觉：简洁教学插画，标签只用“叶”“茎”“根”。
必须遵守：标注线不交叉，不添加未经验证的生理细节。
版本要求：用于近距离查看。提升材质边缘、结构交界和局部细节的可辨性；沿用原构图和对象数量，不通过堆叠装饰来增加细节。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-plant-parts-quiet,植物结构 · 克制留白,education,generate,variation,education-plant-parts,quiet,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：一株完整豆苗，包括叶、茎、根，根系通过土壤剖面可见。
构图与视觉：简洁教学插画，标签只用“叶”“茎”“根”。
必须遵守：标注线不交叉，不添加未经验证的生理细节。
版本要求：用于安静、克制的视觉呈现。减少背景纹理和非必要装饰，强化负空间；保留必要的标签、关系、物件与原有视觉媒介。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-plant-parts-presentation,植物结构 · 演示使用,education,generate,variation,education-plant-parts,presentation,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：一株完整豆苗，包括叶、茎、根，根系通过土壤剖面可见。
构图与视觉：简洁教学插画，标签只用“叶”“茎”“根”。
必须遵守：标注线不交叉，不添加未经验证的生理细节。
版本要求：用于演示页面。确保远距离观看时主体层次仍然明确，必要文字清楚，信息区域之间有充足间距；不添加新的标题、数据或图例。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-plant-parts-print,植物结构 · 印刷审阅,education,generate,variation,education-plant-parts,print,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：一株完整豆苗，包括叶、茎、根，根系通过土壤剖面可见。
构图与视觉：简洁教学插画，标签只用“叶”“茎”“根”。
必须遵守：标注线不交叉，不添加未经验证的生理细节。
版本要求：用于印刷前视觉审阅。避免暗部完全糊成一片与高光大面积纯白溢出，保留边缘和细节；保持既有色板。本图仍是栅格概念，不声称已满足印刷色彩或出血规格。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-plant-parts-accessible,植物结构 · 清晰辨识,education,generate,variation,education-plant-parts,accessible,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：一株完整豆苗，包括叶、茎、根，根系通过土壤剖面可见。
构图与视觉：简洁教学插画，标签只用“叶”“茎”“根”。
必须遵守：标注线不交叉，不添加未经验证的生理细节。
版本要求：用于清晰辨识的设计版本。相邻重要元素除颜色差异外，还需有轮廓或明度差异；必要文字与底色对比充分，不凭色彩单独编码语义。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-plant-parts-balanced,植物结构 · 均衡层次,education,generate,variation,education-plant-parts,balanced,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：一株完整豆苗，包括叶、茎、根，根系通过土壤剖面可见。
构图与视觉：简洁教学插画，标签只用“叶”“茎”“根”。
必须遵守：标注线不交叉，不添加未经验证的生理细节。
版本要求：用于均衡层次的呈现。控制前中后景或主次信息的视觉权重，避免边缘装饰抢占注意力，保留全部关键对象、文字与关系。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-plant-parts-clean,植物结构 · 干净收尾,education,generate,variation,education-plant-parts,clean,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：一株完整豆苗，包括叶、茎、根，根系通过土壤剖面可见。
构图与视觉：简洁教学插画，标签只用“叶”“茎”“根”。
必须遵守：标注线不交叉，不添加未经验证的生理细节。
版本要求：用于清理视觉瑕疵后的版本。重点消除不必要的重影、断裂边缘、融合物件和伪文字；不改变指定内容，不新增解释性元素。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-moon-concept,月相示意框架,education,generate,original,education-moon-concept,base,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：教学用空白月相排布框架，八个相同大小圆形沿水平排列。
构图与视觉：白底深灰线条，每圆下留空白标签区。
必须遵守：不自行填充月相与日期，供人工按教学资料完善。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-moon-concept-editorial,月相示意框架 · 编辑精选,education,generate,variation,education-moon-concept,editorial,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：教学用空白月相排布框架，八个相同大小圆形沿水平排列。
构图与视觉：白底深灰线条，每圆下留空白标签区。
必须遵守：不自行填充月相与日期，供人工按教学资料完善。
版本要求：用于编辑精选展示。保留主要内容和媒介，删减非必要的背景装饰，让主视觉与次要细节的层级更鲜明。不要删除任务要求的文字、对象或图解关系。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-moon-concept-thumbnail,月相示意框架 · 缩略图优先,education,generate,variation,education-moon-concept,thumbnail,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：教学用空白月相排布框架，八个相同大小圆形沿水平排列。
构图与视觉：白底深灰线条，每圆下留空白标签区。
必须遵守：不自行填充月相与日期，供人工按教学资料完善。
版本要求：用于缩略图浏览。通过更清晰的轮廓、主体与背景明暗分离来提升识别度；弱化非必要微小纹理，保留所有必要文字和完整主体。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-moon-concept-detail,月相示意框架 · 细节呈现,education,generate,variation,education-moon-concept,detail,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：教学用空白月相排布框架，八个相同大小圆形沿水平排列。
构图与视觉：白底深灰线条，每圆下留空白标签区。
必须遵守：不自行填充月相与日期，供人工按教学资料完善。
版本要求：用于近距离查看。提升材质边缘、结构交界和局部细节的可辨性；沿用原构图和对象数量，不通过堆叠装饰来增加细节。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-moon-concept-quiet,月相示意框架 · 克制留白,education,generate,variation,education-moon-concept,quiet,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：教学用空白月相排布框架，八个相同大小圆形沿水平排列。
构图与视觉：白底深灰线条，每圆下留空白标签区。
必须遵守：不自行填充月相与日期，供人工按教学资料完善。
版本要求：用于安静、克制的视觉呈现。减少背景纹理和非必要装饰，强化负空间；保留必要的标签、关系、物件与原有视觉媒介。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-moon-concept-presentation,月相示意框架 · 演示使用,education,generate,variation,education-moon-concept,presentation,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：教学用空白月相排布框架，八个相同大小圆形沿水平排列。
构图与视觉：白底深灰线条，每圆下留空白标签区。
必须遵守：不自行填充月相与日期，供人工按教学资料完善。
版本要求：用于演示页面。确保远距离观看时主体层次仍然明确，必要文字清楚，信息区域之间有充足间距；不添加新的标题、数据或图例。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-moon-concept-print,月相示意框架 · 印刷审阅,education,generate,variation,education-moon-concept,print,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：教学用空白月相排布框架，八个相同大小圆形沿水平排列。
构图与视觉：白底深灰线条，每圆下留空白标签区。
必须遵守：不自行填充月相与日期，供人工按教学资料完善。
版本要求：用于印刷前视觉审阅。避免暗部完全糊成一片与高光大面积纯白溢出，保留边缘和细节；保持既有色板。本图仍是栅格概念，不声称已满足印刷色彩或出血规格。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-moon-concept-accessible,月相示意框架 · 清晰辨识,education,generate,variation,education-moon-concept,accessible,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：教学用空白月相排布框架，八个相同大小圆形沿水平排列。
构图与视觉：白底深灰线条，每圆下留空白标签区。
必须遵守：不自行填充月相与日期，供人工按教学资料完善。
版本要求：用于清晰辨识的设计版本。相邻重要元素除颜色差异外，还需有轮廓或明度差异；必要文字与底色对比充分，不凭色彩单独编码语义。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-moon-concept-balanced,月相示意框架 · 均衡层次,education,generate,variation,education-moon-concept,balanced,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：教学用空白月相排布框架，八个相同大小圆形沿水平排列。
构图与视觉：白底深灰线条，每圆下留空白标签区。
必须遵守：不自行填充月相与日期，供人工按教学资料完善。
版本要求：用于均衡层次的呈现。控制前中后景或主次信息的视觉权重，避免边缘装饰抢占注意力，保留全部关键对象、文字与关系。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-moon-concept-clean,月相示意框架 · 干净收尾,education,generate,variation,education-moon-concept,clean,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：教学用空白月相排布框架，八个相同大小圆形沿水平排列。
构图与视觉：白底深灰线条，每圆下留空白标签区。
必须遵守：不自行填充月相与日期，供人工按教学资料完善。
版本要求：用于清理视觉瑕疵后的版本。重点消除不必要的重影、断裂边缘、融合物件和伪文字；不改变指定内容，不新增解释性元素。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-geometry,几何形体,education,generate,original,education-geometry,base,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：立方体、圆柱和圆锥三种几何体。
构图与视觉：并排展示，统一斜视角，柔和灰色阴影。
必须遵守：边线闭合，标签只用“立方体”“圆柱”“圆锥”。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-geometry-editorial,几何形体 · 编辑精选,education,generate,variation,education-geometry,editorial,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：立方体、圆柱和圆锥三种几何体。
构图与视觉：并排展示，统一斜视角，柔和灰色阴影。
必须遵守：边线闭合，标签只用“立方体”“圆柱”“圆锥”。
版本要求：用于编辑精选展示。保留主要内容和媒介，删减非必要的背景装饰，让主视觉与次要细节的层级更鲜明。不要删除任务要求的文字、对象或图解关系。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-geometry-thumbnail,几何形体 · 缩略图优先,education,generate,variation,education-geometry,thumbnail,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：立方体、圆柱和圆锥三种几何体。
构图与视觉：并排展示，统一斜视角，柔和灰色阴影。
必须遵守：边线闭合，标签只用“立方体”“圆柱”“圆锥”。
版本要求：用于缩略图浏览。通过更清晰的轮廓、主体与背景明暗分离来提升识别度；弱化非必要微小纹理，保留所有必要文字和完整主体。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-geometry-detail,几何形体 · 细节呈现,education,generate,variation,education-geometry,detail,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：立方体、圆柱和圆锥三种几何体。
构图与视觉：并排展示，统一斜视角，柔和灰色阴影。
必须遵守：边线闭合，标签只用“立方体”“圆柱”“圆锥”。
版本要求：用于近距离查看。提升材质边缘、结构交界和局部细节的可辨性；沿用原构图和对象数量，不通过堆叠装饰来增加细节。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-geometry-quiet,几何形体 · 克制留白,education,generate,variation,education-geometry,quiet,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：立方体、圆柱和圆锥三种几何体。
构图与视觉：并排展示，统一斜视角，柔和灰色阴影。
必须遵守：边线闭合，标签只用“立方体”“圆柱”“圆锥”。
版本要求：用于安静、克制的视觉呈现。减少背景纹理和非必要装饰，强化负空间；保留必要的标签、关系、物件与原有视觉媒介。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-geometry-presentation,几何形体 · 演示使用,education,generate,variation,education-geometry,presentation,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：立方体、圆柱和圆锥三种几何体。
构图与视觉：并排展示，统一斜视角，柔和灰色阴影。
必须遵守：边线闭合，标签只用“立方体”“圆柱”“圆锥”。
版本要求：用于演示页面。确保远距离观看时主体层次仍然明确，必要文字清楚，信息区域之间有充足间距；不添加新的标题、数据或图例。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-geometry-print,几何形体 · 印刷审阅,education,generate,variation,education-geometry,print,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：立方体、圆柱和圆锥三种几何体。
构图与视觉：并排展示，统一斜视角，柔和灰色阴影。
必须遵守：边线闭合，标签只用“立方体”“圆柱”“圆锥”。
版本要求：用于印刷前视觉审阅。避免暗部完全糊成一片与高光大面积纯白溢出，保留边缘和细节；保持既有色板。本图仍是栅格概念，不声称已满足印刷色彩或出血规格。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-geometry-accessible,几何形体 · 清晰辨识,education,generate,variation,education-geometry,accessible,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：立方体、圆柱和圆锥三种几何体。
构图与视觉：并排展示，统一斜视角，柔和灰色阴影。
必须遵守：边线闭合，标签只用“立方体”“圆柱”“圆锥”。
版本要求：用于清晰辨识的设计版本。相邻重要元素除颜色差异外，还需有轮廓或明度差异；必要文字与底色对比充分，不凭色彩单独编码语义。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-geometry-balanced,几何形体 · 均衡层次,education,generate,variation,education-geometry,balanced,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：立方体、圆柱和圆锥三种几何体。
构图与视觉：并排展示，统一斜视角，柔和灰色阴影。
必须遵守：边线闭合，标签只用“立方体”“圆柱”“圆锥”。
版本要求：用于均衡层次的呈现。控制前中后景或主次信息的视觉权重，避免边缘装饰抢占注意力，保留全部关键对象、文字与关系。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-geometry-clean,几何形体 · 干净收尾,education,generate,variation,education-geometry,clean,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：立方体、圆柱和圆锥三种几何体。
构图与视觉：并排展示，统一斜视角，柔和灰色阴影。
必须遵守：边线闭合，标签只用“立方体”“圆柱”“圆锥”。
版本要求：用于清理视觉瑕疵后的版本。重点消除不必要的重影、断裂边缘、融合物件和伪文字；不改变指定内容，不新增解释性元素。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-lab-poster,实验记录模板,education,generate,original,education-lab-poster,base,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：课堂实验观察记录海报模板。
构图与视觉：标题“观察与记录”，三个空白分区：现象、问题、结论。
必须遵守：不编造实验数据或结论，不展示危险操作。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-lab-poster-editorial,实验记录模板 · 编辑精选,education,generate,variation,education-lab-poster,editorial,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：课堂实验观察记录海报模板。
构图与视觉：标题“观察与记录”，三个空白分区：现象、问题、结论。
必须遵守：不编造实验数据或结论，不展示危险操作。
版本要求：用于编辑精选展示。保留主要内容和媒介，删减非必要的背景装饰，让主视觉与次要细节的层级更鲜明。不要删除任务要求的文字、对象或图解关系。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-lab-poster-thumbnail,实验记录模板 · 缩略图优先,education,generate,variation,education-lab-poster,thumbnail,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：课堂实验观察记录海报模板。
构图与视觉：标题“观察与记录”，三个空白分区：现象、问题、结论。
必须遵守：不编造实验数据或结论，不展示危险操作。
版本要求：用于缩略图浏览。通过更清晰的轮廓、主体与背景明暗分离来提升识别度；弱化非必要微小纹理，保留所有必要文字和完整主体。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-lab-poster-detail,实验记录模板 · 细节呈现,education,generate,variation,education-lab-poster,detail,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：课堂实验观察记录海报模板。
构图与视觉：标题“观察与记录”，三个空白分区：现象、问题、结论。
必须遵守：不编造实验数据或结论，不展示危险操作。
版本要求：用于近距离查看。提升材质边缘、结构交界和局部细节的可辨性；沿用原构图和对象数量，不通过堆叠装饰来增加细节。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-lab-poster-quiet,实验记录模板 · 克制留白,education,generate,variation,education-lab-poster,quiet,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：课堂实验观察记录海报模板。
构图与视觉：标题“观察与记录”，三个空白分区：现象、问题、结论。
必须遵守：不编造实验数据或结论，不展示危险操作。
版本要求：用于安静、克制的视觉呈现。减少背景纹理和非必要装饰，强化负空间；保留必要的标签、关系、物件与原有视觉媒介。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
education-lab-poster-presentation,实验记录模板 · 演示使用,education,generate,variation,education-lab-poster,presentation,prompt-only,1536x1024,flare,0,"任务：创作一张完整图像。
主体与场景：课堂实验观察记录海报模板。
构图与视觉：标题“观察与记录”，三个空白分区：现象、问题、结论。
必须遵守：不编造实验数据或结论，不展示危险操作。
版本要求：用于演示页面。确保远距离观看时主体层次仍然明确，必要文字清楚，信息区域之间有充足间距；不添加新的标题、数据或图例。
交付检查：事实与视觉分离、标签准确、人工审核。不添加未要求的水印或署名。"
